area_type,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Hoodi,EsaceLe,2144.0,3.0,2.0,140.0,3.0
Super built-up  Area,Hoodi,GoAirej,1108.0,2.0,0.0,66.46,2.0
Built-up  Area,Hoodi,Macanr ,1400.0,3.0,2.0,74.0,3.0
Super built-up  Area,Hoodi,GoAirej,1837.0,3.0,1.0,110.0,3.0
Super built-up  Area,Hoodi,GoAirej,1660.0,3.0,2.0,125.0,3.0
Built-up  Area,Hoodi,,3385.0,4.0,1.0,220.0,4.0
Built-up  Area,Hoodi,,1490.0,3.0,0.0,85.0,3.0
Super built-up  Area,Horamavu Agara,Prhar G,1756.0,3.0,2.0,92.0,3.0
Super built-up  Area,Horamavu Agara,,1265.0,2.0,1.0,65.0,3.0
Super built-up  Area,Horamavu Agara,,1250.0,3.0,2.0,65.0,3.0
Super built-up  Area,Horamavu Agara,,625.0,1.0,1.0,27.0,1.0
Super built-up  Area,Horamavu Banaswadi,,1460.0,2.0,1.0,80.5,2.0
Plot  Area,Hormavu,,1200.0,2.0,0.0,67.0,2.0
Plot  Area,Hormavu,,1200.0,3.0,0.0,70.0,2.0
Super built-up  Area,Hormavu,,1351.0,2.0,1.0,53.0,1.0
Super built-up  Area,Hormavu,NStusD ,1153.0,2.0,1.0,65.0,2.0
Super built-up  Area,Hormavu,Srarkha,1200.0,2.0,2.0,68.0,2.0
Super built-up  Area,Hormavu,Undraro,1200.0,2.0,3.0,68.0,2.0
Carpet  Area,Hormavu,Kolisl ,583.0,1.0,0.0,28.275,1.0
Super built-up  Area,Hormavu,,1046.0,2.0,1.0,60.0,2.0
Super built-up  Area,Hormavu,SyavuHo,1400.0,2.0,0.0,75.0,2.0
Plot  Area,Hormavu,Grensak,1200.0,2.0,0.0,73.0,2.0
Super built-up  Area,Hormavu,Cadel C,1210.0,2.0,3.0,69.0,2.0
Super built-up  Area,Hosa Road,,1652.0,3.0,2.0,85.0,3.0
Super built-up  Area,Hosa Road,Sosisic,1430.0,2.0,1.0,97.52,2.0
Super built-up  Area,Hosa Road,Sosisic,1365.0,2.0,1.0,92.0,2.0
Super built-up  Area,Hosa Road,Skume R,1332.0,2.0,1.0,86.12,3.0
Super built-up  Area,Hosa Road,Skume R,615.0,1.0,1.0,28.29,1.0
Super built-up  Area,Hosa Road,Skume R,1318.0,2.0,1.0,85.28,3.0
Super built-up  Area,Hosa Road,Sosisic,1513.0,3.0,1.0,103.0,3.0
Super built-up  Area,Hosa Road,Skume R,1532.0,3.0,2.0,98.13,3.0
Super built-up  Area,Hosa Road,SJerse ,1680.0,3.0,1.0,101.0,3.0
Plot  Area,Hosa Road,,880.0,2.0,0.0,50.0,2.0
Super built-up  Area,Hosa Road,Sosisic,1535.0397790000002,3.0,1.0,109.0,3.0
Super built-up  Area,Hosa Road,Skume R,1533.0,3.0,1.0,98.18,3.0
Super built-up  Area,Hosa Road,Skume R,1040.0,2.0,1.0,68.59,2.0
Super built-up  Area,Hosa Road,Sosisic,1369.1,2.0,1.0,98.0,2.0
Super built-up  Area,Hosa Road,Skume R,1040.0,2.0,1.0,61.0,2.0
Super built-up  Area,Hosa Road,Skume R,1311.0,2.0,1.0,84.86,3.0
Super built-up  Area,Hosa Road,Sosisic,1512.0,3.0,2.0,103.0,3.0
Super built-up  Area,Hosa Road,Skume R,800.0,1.0,0.0,39.99,1.0
Super built-up  Area,Hosa Road,SJerse ,1360.0,2.0,1.0,77.61,2.0
Super built-up  Area,Hosa Road,SJerse ,1170.0,2.0,2.0,65.0,2.0
Super built-up  Area,Hosa Road,Sosisic,1538.0,3.0,1.0,107.0,3.0
Super built-up  Area,Hosa Road,SJerse ,1470.0,2.0,2.0,84.22,3.0
Super built-up  Area,Hosa Road,Sosisic,1513.0,3.0,1.0,103.0,3.0
Super built-up  Area,Hosa Road,Skume R,625.0,1.0,1.0,43.68,1.0
Super built-up  Area,Hosa Road,Sosisic,1893.0,3.0,2.0,130.0,3.0
Super built-up  Area,Hosa Road,Sosisic,1537.515476,3.0,1.0,110.0,3.0
Super built-up  Area,Hosa Road,Skume R,615.0,1.0,1.0,43.08,1.0
Super built-up  Area,Hosakerehalli,Taonte ,2378.0,3.0,1.0,262.0,3.0
Super built-up  Area,Hosakerehalli,Taonte ,2376.0,3.0,1.0,203.0,3.0
Built-up  Area,Hosakerehalli,Taonte ,3205.0,5.0,1.0,380.0,4.0
Super built-up  Area,Hosakerehalli,Taonte ,3024.0,5.0,1.0,248.0,4.0
Super built-up  Area,Hosakerehalli,Taonte ,3024.0,5.0,1.0,350.0,4.0
Plot  Area,Hosakerehalli,,2400.0,5.0,,250.0,5.0
Super built-up  Area,Hosakerehalli,SoageHe,1817.0,4.0,,153.0,3.0
Super built-up  Area,Hosakerehalli,SoageHe,1304.0,2.0,3.0,100.0,2.0
Super built-up  Area,Hosakerehalli,Taonte ,2480.0,3.0,2.0,245.0,3.0
Super built-up  Area,Hosakerehalli,Taonte ,2480.0,4.0,1.0,260.0,3.0
Plot  Area,Hosakerehalli,,1200.0,2.0,1.0,100.0,3.0
Super built-up  Area,Hosakerehalli,Taonte ,3205.0,4.0,2.0,300.0,4.0
Super built-up  Area,Hosakerehalli,Taonte ,3033.0,4.0,1.0,326.0,4.0
Plot  Area,Hosakerehalli,,600.0,2.0,0.0,65.0,2.0
Super built-up  Area,Hosakerehalli,Taonte ,2480.0,4.0,1.0,265.0,3.0
Super built-up  Area,Hosakerehalli,Taonte ,2376.0,3.0,1.0,240.0,3.0
Plot  Area,Hosakerehalli,,1500.0,6.0,2.0,145.0,5.0
Super built-up  Area,Hoskote,Arity S,509.0,1.0,1.0,23.0,1.0
Built-up  Area,Hosur Road,Tovesee,1656.0,2.0,1.0,120.0,2.0
Built-up  Area,Hosur Road,PuendWe,1194.0,2.0,0.0,69.0,2.0
Super built-up  Area,Hosur Road,Sueneu ,1145.0,2.0,2.0,60.0,3.0
Super built-up  Area,Hosur Road,PuendWe,1510.0,2.0,1.0,105.0,3.0
Super built-up  Area,Hosur Road,PuendWe,1427.0,2.0,1.0,80.63,3.0
Super built-up  Area,Hosur Road,PuendWe,1508.0,2.0,1.0,110.0,3.0
Super built-up  Area,Hosur Road,SLiewce,460.0,1.0,1.0,21.0,1.0
Super built-up  Area,Hosur Road,Nimesch,950.0,2.0,1.0,60.0,2.0
Super built-up  Area,Hosur Road,PuendWe,1194.0,2.0,1.0,71.64,2.0
Super built-up  Area,Hosur Road,PuendWe,1766.0,3.0,1.0,130.0,3.0
Super built-up  Area,Hosur Road,PuendWe,1689.0,3.0,1.0,103.0,3.0
Super built-up  Area,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3.0
Plot  Area,Hosur Road,KrineAq,2000.0,4.0,1.0,130.0,4.0
Super built-up  Area,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3.0
Super built-up  Area,Hosur Road,Kelmsoy,1685.0,3.0,1.0,90.0,3.0
Super built-up  Area,Hosur Road,PuendWe,1223.0,2.0,1.0,93.0,2.0
Super built-up  Area,Hosur Road,PuendWe,1919.0,3.0,2.0,117.0,3.0
Built-up  Area,Hulimavu,,1823.0,3.0,2.0,100.0,3.0
Super built-up  Area,Hulimavu,RatosAr,1100.0,2.0,2.0,71.5,2.0
Super built-up  Area,Hulimavu,NiarkHy,688.0,1.0,2.0,50.0,1.0
Super built-up  Area,Hulimavu,RatosAr,1255.0,2.0,2.0,73.0,2.0
Built-up  Area,Hulimavu,,1200.0,4.0,0.0,75.0,4.0
Super built-up  Area,Hulimavu,RatosAr,1375.0,2.0,2.0,80.0,2.0
Super built-up  Area,Hulimavu,Vandak ,1248.0,2.0,1.0,69.0,2.0
Super built-up  Area,Hulimavu,NiarkHy,1818.0,3.0,1.0,135.0,3.0
Super built-up  Area,Hulimavu,RatosAr,1255.0,2.0,2.0,74.0,2.0
Super built-up  Area,Hulimavu,RatosAr,1255.0,2.0,2.0,69.0,2.0
Super built-up  Area,Hulimavu,RatosAr,1255.0,2.0,3.0,66.0,2.0
Plot  Area,Hulimavu,,1200.0,5.0,0.0,101.0,5.0
Super built-up  Area,Hulimavu,Reiteee,1127.0,2.0,1.0,65.0,2.0
Plot  Area,Hulimavu,,1200.0,2.0,0.0,75.0,2.0
Super built-up  Area,Hulimavu,Inods A,1430.0,2.0,2.0,90.0,3.0
Super built-up  Area,Hulimavu,Vapasrk,3560.0,5.0,3.0,318.0,4.0
Super built-up  Area,Hulimavu,Vandak ,1276.0,2.0,2.0,76.0,2.0
Plot  Area,Hulimavu,,1500.0,2.0,0.0,90.0,2.0
Super built-up  Area,Hulimavu,NiarkHy,1021.0,2.0,1.0,76.0,2.0
Super built-up  Area,Hulimavu,,581.0,1.0,1.0,29.0,1.0
Built-up  Area,Hulimavu,,1050.0,2.0,2.0,125.0,2.0
Plot  Area,Hulimavu,,1200.0,4.0,1.0,75.0,4.0
Super built-up  Area,Hulimavu,,1260.0,2.0,1.0,82.0,3.0
Built-up  Area,Hulimavu,,450.0,1.0,1.0,20.0,1.0
Super built-up  Area,Hulimavu,Vandak ,1231.0,2.0,1.0,84.5,2.0
Super built-up  Area,Hulimavu,NiarkHy,1916.0,2.0,1.0,150.0,3.0
Plot  Area,ISRO Layout,,1200.0,4.0,2.0,155.0,4.0
Super built-up  Area,ISRO Layout,,1000.0,2.0,1.0,60.0,2.0
Super built-up  Area,ISRO Layout,,1000.0,2.0,1.0,60.0,2.0
Super built-up  Area,ISRO Layout,Shhin S,1310.0,2.0,3.0,68.0,3.0
Built-up  Area,ISRO Layout,,4200.0,4.0,2.0,255.0,4.0
Super built-up  Area,ISRO Layout,Oaines ,1370.0,2.0,2.0,87.0,3.0
Super built-up  Area,ITPL,,1548.0,3.0,2.0,89.5,3.0
Plot  Area,ITPL,,1200.0,3.0,1.0,68.4,3.0
Super built-up  Area,Iblur Village,Emine P,3235.0,3.0,1.0,235.0,3.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,290.0,4.0
Super built-up  Area,Iblur Village,DNionfl,1920.0,3.0,2.0,130.0,3.0
Super built-up  Area,Iblur Village,DNionfl,1995.0,3.0,2.0,135.0,3.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,282.0,4.0
Super built-up  Area,Iblur Village,Sonet G,1918.0,3.0,2.0,129.0,3.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,0.0,252.0,4.0
Super built-up  Area,Iblur Village,DNionfl,2100.0,4.0,2.0,145.0,3.0
Super built-up  Area,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3.0
Super built-up  Area,Iblur Village,DNionfl,1920.0,3.0,2.0,130.0,3.0
Super built-up  Area,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3.0
Super built-up  Area,Iblur Village,DNionfl,2000.0,4.0,2.0,138.0,3.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,260.0,4.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,279.0,4.0
Super built-up  Area,Iblur Village,Emine P,2666.0,4.0,1.0,200.0,3.0
Super built-up  Area,Iblur Village,Emine P,5384.0,5.0,3.0,420.0,5.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,297.0,4.0
Super built-up  Area,Iblur Village,DNionfl,1920.0,3.0,2.0,130.0,3.0
Super built-up  Area,Iblur Village,Emine P,3596.0,4.0,2.0,268.0,4.0
Super built-up  Area,Iblur Village,Emine P,3596.0,5.0,1.0,251.0,4.0
Built-up  Area,Indira Nagar,,2200.0,4.0,2.0,200.0,4.0
Super built-up  Area,Indira Nagar,,1200.0,2.0,2.0,93.0,2.0
Super built-up  Area,Indira Nagar,Aentsbe,1128.0,2.0,2.0,105.0,2.0
Super built-up  Area,Indira Nagar,ToSky F,2800.0,3.0,1.0,330.0,3.0
Super built-up  Area,Indira Nagar,MCtleas,1650.0,3.0,2.0,200.0,3.0
Carpet  Area,Indira Nagar,Gonorir,1875.0,3.0,1.0,180.0,3.0
Built-up  Area,Indira Nagar,VKvenas,1210.0,2.0,1.0,102.0,2.0
Built-up  Area,Indira Nagar,Riousd ,1224.0,2.0,2.0,105.0,2.0
Super built-up  Area,Indira Nagar,,2070.0,3.0,2.0,225.0,3.0
Built-up  Area,Indira Nagar,,500.0,1.0,0.0,70.0,1.0
Super built-up  Area,Indira Nagar,Suurtni,1400.0,2.0,2.0,168.0,2.0
Plot  Area,Indira Nagar,,2400.0,4.0,2.0,525.0,4.0
Built-up  Area,Indira Nagar,,1407.0,3.0,1.0,120.0,3.0
Super built-up  Area,Indira Nagar,Gonorir,1145.0,2.0,2.0,100.0,2.0
Super built-up  Area,Indira Nagar,Suurtni,1470.0,2.0,2.0,170.0,2.0
Plot  Area,Indira Nagar,,1000.0,5.0,2.0,180.0,5.0
Super built-up  Area,Indira Nagar,,2700.0,3.0,,324.0,3.0
Built-up  Area,Indira Nagar,GoilsDa,850.0,1.0,2.0,57.0,1.0
Plot  Area,Indira Nagar,,3250.0,8.0,1.0,600.0,8.0
Super built-up  Area,Indira Nagar,,2601.0,4.0,,312.0,3.0
Super built-up  Area,Indira Nagar,,1260.0,2.0,2.0,100.0,2.0
Built-up  Area,Indira Nagar,,1740.0,3.0,2.0,191.0,3.0
Built-up  Area,Indira Nagar,MCtleas,1650.0,3.0,3.0,220.0,3.0
Super built-up  Area,Indira Nagar,,1700.0,3.0,2.0,150.0,3.0
Built-up  Area,Indira Nagar,,3200.0,3.0,2.0,250.0,4.0
Plot  Area,Indira Nagar,,1440.0,3.0,1.0,275.0,3.0
Super built-up  Area,Indira Nagar,Suurtni,1475.0,2.0,2.0,171.0,2.0
Super built-up  Area,Indira Nagar,,3200.0,4.0,,440.0,4.0
Built-up  Area,Indira Nagar,,4000.0,4.0,1.0,700.0,4.0
Built-up  Area,Indira Nagar,GoilsDa,850.0,1.0,2.0,60.0,1.0
Plot  Area,Indira Nagar,,2400.0,4.0,2.0,405.0,4.0
Plot  Area,Indira Nagar,,1800.0,5.0,2.0,350.0,5.0
Built-up  Area,Indira Nagar,Monorh ,1500.0,3.0,3.0,120.0,3.0
Super built-up  Area,Indira Nagar,Gonorir,2200.0,3.0,2.0,160.0,3.0
Super built-up  Area,Indira Nagar,MCtleas,1650.0,3.0,2.0,200.0,3.0
Super built-up  Area,Indira Nagar,,2800.0,4.0,3.0,365.0,4.0
Super built-up  Area,Indira Nagar,,1260.0,2.0,3.0,120.0,2.0
Super built-up  Area,Indira Nagar,Goareir,1149.0,2.0,1.0,130.0,2.0
Super built-up  Area,Indira Nagar,Goyalir,1650.0,3.0,1.0,150.0,3.0
Plot  Area,Indira Nagar,,2400.0,6.0,2.0,475.0,6.0
Super built-up  Area,JP Nagar,Maerar ,1850.0,3.0,3.0,150.0,3.0
Super built-up  Area,JP Nagar,Saowsri,1100.0,2.0,2.0,70.0,2.0
Built-up  Area,JP Nagar,Ronty C,2500.0,3.0,2.0,135.0,3.0
Super built-up  Area,JP Nagar,Pehtsa ,4624.5,4.0,0.0,314.5,4.0
Super built-up  Area,JP Nagar,Duoveoo,1050.0,1.0,1.0,44.0,1.0
Super built-up  Area,JP Nagar,Shestut,1352.5,2.0,0.0,93.865,2.0
Super built-up  Area,JP Nagar,Shestut,1300.0,2.0,1.0,90.87,2.0
Built-up  Area,JP Nagar,,1315.0,2.0,1.0,85.4,3.0
Super built-up  Area,JP Nagar,,1690.0,3.0,2.0,112.0,3.0
Super built-up  Area,JP Nagar,Shestut,1300.0,2.0,1.0,109.0,2.0
Super built-up  Area,JP Nagar,Brine J,750.0,1.0,1.0,52.5,1.0
Super built-up  Area,JP Nagar,Srncyya,1200.0,2.0,3.0,78.0,2.0
Super built-up  Area,JP Nagar,SuncyRe,1850.0,2.0,,110.0,3.0
Super built-up  Area,JP Nagar,Adaveth,1500.0,2.0,3.0,82.0,3.0
Built-up  Area,JP Nagar,,909.872467,3.0,1.0,69.34,3.0
Built-up  Area,JP Nagar,Adaveth,820.0,2.0,1.0,45.0,2.0
Super built-up  Area,JP Nagar,Shestut,1750.0,3.0,1.0,123.0,3.0
Super built-up  Area,JP Nagar,Meowns ,1600.0,3.0,2.0,83.0,3.0
Super built-up  Area,JP Nagar,Shika A,745.0,1.0,0.0,34.27,1.0
Super built-up  Area,JP Nagar,AnnceEl,1150.0,2.0,2.0,90.0,2.0
Super built-up  Area,JP Nagar,Shestut,1960.0,3.0,1.0,138.0,3.0
Built-up  Area,JP Nagar,Meowns ,1590.0,2.0,3.0,85.0,3.0
Carpet  Area,JP Nagar,Saacy A,2400.0,3.0,3.0,196.0,3.0
Super built-up  Area,JP Nagar,Shestut,1300.0,2.0,1.0,91.65,2.0
Super built-up  Area,JP Nagar,Maerar ,1250.0,2.0,2.0,93.0,2.0
Super built-up  Area,JP Nagar,Brwernn,1500.0,2.0,1.0,108.0,3.0
Built-up  Area,JP Nagar,RaosePr,1520.0,3.0,2.0,125.0,3.0
Super built-up  Area,JP Nagar,Shestut,1405.0,2.0,1.0,99.0,2.0
Super built-up  Area,JP Nagar,BSensth,1157.0,2.0,1.0,73.0,2.0
Super built-up  Area,JP Nagar,Adaveth,1500.0,2.0,3.0,82.0,3.0
Super built-up  Area,Jakkur,Arzzo P,1417.0,2.0,3.0,75.0,2.0
Built-up  Area,Jakkur,Socon Z,1590.0,2.0,2.0,125.0,3.0
Super built-up  Area,Jakkur,,1279.0,2.0,1.0,77.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1710.0,3.0,2.0,107.0,3.0
Super built-up  Area,Jakkur,,1396.0,2.0,1.0,86.51,3.0
Super built-up  Area,Jakkur,Ceezey ,1865.0,3.0,1.0,124.0,3.0
Super built-up  Area,Jakkur,BrdgeNo,1760.0,3.0,2.0,139.0,3.0
Super built-up  Area,Jakkur,BrdgeNo,1290.0,2.0,1.0,100.0,2.0
Super built-up  Area,Jakkur,SoineC ,1452.19,2.0,1.0,100.0,2.0
Super built-up  Area,Jakkur,Ceezey ,1798.0,3.0,1.0,120.0,3.0
Super built-up  Area,Jakkur,HRaniIb,1300.0,2.0,1.0,85.0,2.0
Super built-up  Area,Jakkur,SoineC ,3181.0,4.0,0.0,260.5,4.0
Super built-up  Area,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3.0
Super built-up  Area,Jakkur,Ceezey ,1858.0,3.0,1.0,98.3,3.0
Super built-up  Area,Jakkur,BrdgeNo,1230.0,2.0,1.0,76.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1290.0,2.0,1.0,80.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1760.0,3.0,2.0,110.0,3.0
Super built-up  Area,Jakkur,Ceezey ,1483.0,2.0,1.0,98.0,2.0
Super built-up  Area,Jakkur,ArndsSk,1482.0,3.0,2.0,86.0,3.0
Super built-up  Area,Jakkur,HRaniIb,1645.0,3.0,1.0,100.0,3.0
Super built-up  Area,Jakkur,HRaniIb,1650.0,3.0,2.0,111.0,3.0
Super built-up  Area,Jakkur,Ceezey ,2423.0,4.0,3.0,160.0,3.0
Super built-up  Area,Jakkur,,2197.0,3.0,2.0,136.0,3.0
Super built-up  Area,Jakkur,AvensGa,1125.0,2.0,2.0,65.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1230.0,2.0,1.0,79.0,2.0
Super built-up  Area,Jakkur,HRaniIb,1202.0,2.0,1.0,79.0,2.0
Super built-up  Area,Jakkur,Ceezey ,1858.0,3.0,1.0,123.0,3.0
Super built-up  Area,Jakkur,Ceezey ,1798.0,3.0,1.0,110.0,3.0
Built-up  Area,Jakkur,Miershi,1785.0,3.0,2.0,130.0,3.0
Super built-up  Area,Jakkur,Tincyum,1080.0,2.0,2.0,60.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1260.0,2.0,0.0,71.195,2.0
Super built-up  Area,Jakkur,Ceezey ,1816.0,3.0,1.0,119.0,3.0
Super built-up  Area,Jakkur,Arzzo P,1424.0,2.0,3.0,80.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1290.0,2.0,1.0,85.0,2.0
Built-up  Area,Jakkur,,1300.0,2.0,2.0,80.0,2.0
Super built-up  Area,Jakkur,HRaniIb,1290.0,2.0,1.0,80.04,2.0
Super built-up  Area,Jakkur,ArndsSk,1282.0,2.0,1.0,72.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1880.0,4.0,2.0,110.0,3.0
Super built-up  Area,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3.0
Super built-up  Area,Jakkur,HRaniIb,1291.0,2.0,1.0,75.0,2.0
Super built-up  Area,Jakkur,HRaniIb,1473.0,2.0,1.0,85.0,2.0
Super built-up  Area,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3.0
Super built-up  Area,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3.0
Super built-up  Area,Jakkur,HRaniIb,1432.0,2.0,1.0,85.0,2.0
Super built-up  Area,Jakkur,,1150.0,3.0,2.0,65.0,3.0
Super built-up  Area,Jakkur,BrdgeNo,1710.0,3.0,2.0,110.0,3.0
Super built-up  Area,Jalahalli,Shard T,1400.0,3.0,0.0,77.0,3.0
Super built-up  Area,Jalahalli,Tahtsla,2250.0,3.0,2.0,160.0,3.0
Super built-up  Area,Jalahalli,Tahtsla,1694.0,2.0,2.0,125.0,2.0
Built-up  Area,Jalahalli,Kuownri,1870.0,3.0,,110.0,3.0
Built-up  Area,Jalahalli,Prensin,1400.0,1.0,1.0,80.0,2.0
Super built-up  Area,Jalahalli,Vaniai ,1045.0,2.0,2.0,76.77,2.0
Super built-up  Area,Jalahalli,,1615.0,3.0,2.0,89.75,3.0
Super built-up  Area,Jalahalli,Tahtsla,2113.0,3.0,2.0,155.0,3.0
Super built-up  Area,Jalahalli,Prensin,1932.0,4.0,3.0,135.0,3.0
Super built-up  Area,Jalahalli,Vaniai ,1045.0,2.0,1.0,58.0,2.0
Plot  Area,Jalahalli,,1200.0,4.0,0.0,90.0,4.0
Super built-up  Area,Jalahalli,Tahtsla,2384.0,4.0,2.0,165.0,3.0
Super built-up  Area,Jalahalli,Kuownri,790.0,2.0,1.0,49.5,2.0
Built-up  Area,Jalahalli,Reodsnc,1395.0,3.0,3.0,82.0,3.0
Built-up  Area,Jalahalli,Reodsnc,1770.0,3.0,3.0,100.0,3.0
Super built-up  Area,Jalahalli,,1569.0,3.0,2.0,118.0,3.0
Plot  Area,Jalahalli,,600.0,1.0,0.0,37.0,1.0
Super built-up  Area,Jalahalli,Vaniai ,615.0,1.0,1.0,46.0,1.0
Super built-up  Area,Jalahalli,,2404.0,3.0,2.0,138.0,3.0
Super built-up  Area,Jalahalli,Kuownri,905.0,2.0,2.0,55.0,2.0
Built-up  Area,Jalahalli,,1000.0,2.0,0.0,70.0,2.0
Super built-up  Area,Jalahalli,Vaniai ,615.0,1.0,1.0,46.0,1.0
Super built-up  Area,Jalahalli,,1704.0,3.0,2.0,94.36,3.0
Super built-up  Area,Jalahalli,BrardCo,1470.0,2.0,3.0,102.0,3.0
Super built-up  Area,Jalahalli,Vaniai ,1244.0,2.0,2.0,88.0,2.0
Built-up  Area,Jalahalli,Prensin,1407.0,2.0,1.0,98.49,2.0
Super built-up  Area,Jalahalli,Vaniai ,1200.0,2.0,1.0,66.0,1.0
Super built-up  Area,Jalahalli,Vanami ,1530.0,2.0,3.0,89.0,3.0
Super built-up  Area,Jalahalli,Vaniai ,1045.0,2.0,1.0,76.77,2.0
Super built-up  Area,Jalahalli,AFe 3Ph,1575.0,4.0,3.0,100.0,3.0
Super built-up  Area,Jalahalli,Tahtsla,2086.0,3.0,2.0,160.0,3.0
Built-up  Area,Jalahalli,DSons S,980.0,2.0,2.0,60.0,3.0
Super built-up  Area,Jalahalli,Prarkll,1881.0,3.0,2.0,115.0,3.0
Super built-up  Area,Jalahalli,Reodsnc,1405.0,2.0,1.0,85.0,3.0
Super built-up  Area,Jalahalli East,ShshaSa,750.0,1.0,2.0,40.0,1.0
Super built-up  Area,Jalahalli East,ShshaSa,1020.0,2.0,1.0,58.0,2.0
Super built-up  Area,Jalahalli East,,1475.0,3.0,2.0,96.0,3.0
Super built-up  Area,Jalahalli East,ShshaSa,775.0,1.0,0.0,34.1,1.0
Plot  Area,Jalahalli East,,1200.0,4.0,1.0,80.0,4.0
Super built-up  Area,Jigani,DLhtsan,918.0,2.0,2.0,52.0,2.0
Super built-up  Area,Jigani,DLhtsan,924.0,2.0,2.0,65.0,2.0
Super built-up  Area,Jigani,DLhtsen,927.0,2.0,2.0,55.0,2.0
Plot  Area,Jigani,,2400.0,4.0,1.0,130.0,3.0
Super built-up  Area,Jigani,DLhtsan,918.0,2.0,2.0,63.2,2.0
Super built-up  Area,Jigani,DLhtsan,918.0,2.0,2.0,55.0,2.0
Plot  Area,Jigani,Prllasw,2400.0,3.0,2.0,149.0,3.0
Super built-up  Area,Jigani,DLhtsen,923.0,2.0,1.0,50.0,2.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,3.0,72.0,3.0
Built-up  Area,Jigani,DLhtsan,918.0,2.0,1.0,49.0,2.0
Super built-up  Area,Jigani,DLhtsan,914.0,2.0,2.0,49.0,2.0
Super built-up  Area,Jigani,DLhtsan,918.0,2.0,2.0,50.0,2.0
Built-up  Area,Jigani,DLhtsan,1200.0,3.0,2.0,65.0,3.0
Plot  Area,Jigani,Prllasw,3170.0,5.0,2.0,230.0,4.0
Super built-up  Area,Jigani,DLhtsan,914.0,2.0,2.0,55.0,2.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,3.0,75.0,3.0
Super built-up  Area,Jigani,DLhtsen,1252.0,3.0,3.0,70.0,3.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,3.0,70.0,3.0
Super built-up  Area,Jigani,DLhtsan,918.0,2.0,2.0,56.0,2.0
Super built-up  Area,Jigani,DLhtsen,1245.0,3.0,3.0,66.0,3.0
Super built-up  Area,Jigani,DLhtsan,1221.0,3.0,3.0,65.0,3.0
Super built-up  Area,Jigani,DLhtsen,943.0,2.0,2.0,49.5,2.0
Super built-up  Area,Judicial Layout,HRnyaAn,2070.0,3.0,3.0,162.0,3.0
Built-up  Area,Judicial Layout,,1700.0,3.0,2.0,155.0,3.0
Plot  Area,Judicial Layout,,5400.0,4.0,,700.0,5.0
Plot  Area,Judicial Layout,,2400.0,4.0,,350.0,4.0
Plot  Area,Judicial Layout,,1500.0,3.0,2.0,162.0,4.0
Super built-up  Area,Judicial Layout,HRnyaAn,1989.0,4.0,3.0,155.0,3.0
Plot  Area,KR Puram,,1200.0,2.0,0.0,71.0,2.0
Built-up  Area,KR Puram,,1200.0,2.0,0.0,90.0,2.0
Super built-up  Area,KR Puram,,1470.0,2.0,2.0,86.0,2.0
Built-up  Area,KR Puram,,714.0,1.0,1.0,28.0,1.0
Plot  Area,KR Puram,,1000.0,4.0,1.0,75.0,4.0
Super built-up  Area,KR Puram,SVlesas,1156.0,2.0,1.0,72.0,2.0
Plot  Area,KR Puram,,1000.0,2.0,0.0,60.0,2.0
Built-up  Area,KR Puram,HovasTe,750.0,2.0,0.0,40.0,2.0
Plot  Area,KR Puram,,1200.0,1.0,0.0,65.0,2.0
Super built-up  Area,KR Puram,,1076.0,2.0,2.0,67.0,2.0
Built-up  Area,KR Puram,,1200.0,4.0,0.0,83.0,4.0
Built-up  Area,KR Puram,Esnamth,1050.0,2.0,2.0,55.0,2.0
Super built-up  Area,KR Puram,KeureSi,1700.0,3.0,3.0,105.0,3.0
Super built-up  Area,KR Puram,SVlesas,1200.0,2.0,1.0,72.0,2.0
